"ADIPOR2"	"AEBP2"	"ALG10"	"ARNTL2"	"ATN1"	"C12orf4"	"CCDC77"	"CD9"	"CDCA3"	"COPS7A"	"DERA"	"DNM1L"	"EMG1"	"ERC1"	"ERGIC2"	"FKBP4"	"FOXJ2"	"GAPDH"	"ITFG2"	"KDM5A"	"LPCAT3"	"M6PR"	"MLF2"	"MRPL51"	"MRPS35"	"NCAPD2"	"NECAP1"	"PARP11"	"PEX5"	"PLEKHA5"	"PLEKHG6"	"RAD51AP1"	"RAD52"	"STRAP"	"TULP3"	"USP5"	"WBP11"	"ZNF384"
"TCGA.50.6595.01A.12R.1858.07"	1985.209	620.5788	235.3698	1192.926	2801.9293	488.746	170.418	3762.0579	346.6559	1737.6206	855.9486	1714.4695	1099.6785	1313.1833	1181.9936	2783.9228	664.3087	105048.8746	326.045	1447.5884	992.283	5417.5177	3281.672	2355.627	1304.1801	3130.5466	724.7588	255.3055	562.0579	565.2733	180.7074	371.0611	76.5273	3576.8489	638.5852	2561.4148	2365.9164	1233.4405
"TCGA.50.6597.01A.11R.1858.07"	1612.6296	218.6616	49.0104	15.0801	4170.5938	254.4769	57.4929	6014.1376	171.4232	2358.1527	1392.0829	1248.8219	1850.1414	673.8926	1084.8256	2295.0047	587.1819	48083.8831	147.0311	896.3242	3608.8596	2085.3252	9542.8841	2082.9406	852.0264	851.0839	1067.8605	289.3497	504.2413	1068.803	442.0358	52.7804	52.7804	2022.6202	421.3007	1782.2809	2088.5957	738.9255
"TCGA.50.6673.01A.11R.1949.07"	2031.4077	753.7858	120.0224	226.0236	5223.2193	363.4324	122.8267	5643.2978	170.8245	1925.4066	1178.9119	1423.4436	632.0471	1770.6113	1635.4459	2060.0112	922.0415	38394.8402	360.6282	1740.3253	2671.3404	3880.3533	3976.4442	1573.1913	1589.456	2197.9809	592.8211	223.7801	1508.6932	1249.0185	378.0146	162.0864	51.5984	2900.1683	747.6164	3348.2894	2146.3825	1192.9333
"TCGA.50.7109.01A.11R.2039.07"	1906.2467	1844.6171	106.784	259.3325	3986.3988	400.8976	156.2097	7042.2514	211.0113	1190.4889	572.9724	1636.5409	917.7321	1189.2685	1125.8083	1194.1501	651.0772	44746.7618	500.9694	1765.2918	1430.9054	2807.3205	4189.5934	1631.0491	1720.7477	1472.3986	933.5971	330.1151	1139.2326	1121.537	39.0524	200.1437	134.8529	2064.8972	734.6738	1490.7045	2528.0346	1200.8622
"TCGA.50.8457.01A.11R.2326.07"	1145.1398	815.3573	71.4603	27.075	4684.4208	253.8837	119.3964	7021.7488	16.8664	1096.7599	470.4838	761.6511	291.4736	1155.7923	474.4785	1666.2228	812.6942	20665.779	401.6866	1414.5584	908.1225	2631.3671	2345.3174	881.9352	682.6454	1023.0803	622.2814	171.3271	810.0311	869.9512	85.6636	51.4869	86.1074	1051.4869	645.3617	1384.8202	1663.5597	1020.8611
"TCGA.50.8459.01A.11R.2326.07"	1572.1907	534.8805	55.3903	220.4424	5146.2669	303.8077	129.2441	6382.199	75.2581	1842.4284	636.7093	1442.9465	400.6009	1196.7672	738.538	916.4585	972.4083	65281.7215	422.4213	1174.3873	991.4313	3425.535	3637.859	1133.5439	972.4083	1219.7067	587.4734	168.409	832.5337	978.5628	180.1585	63.7828	89.5198	1590.0946	707.7656	1811.0965	1773.6101	1106.688
"TCGA.50.8460.01A.11R.2326.07"	1185.8736	693.9281	85.5019	29.1202	6964.0644	214.3742	120.8178	6155.5143	96.0781	1724.2875	561.3383	908.9219	659.8513	954.1512	746.5923	1792.4411	922.5527	74548.9467	522.9244	890.9542	1239.777	2895.6691	4600.9913	1827.7571	1057.0012	1454.7708	707.5589	144.9814	1205.7001	1087.9802	108.4263	79.9257	72.4907	1138.7856	1827.1375	2195.7869	1576.2082	967.7819
"TCGA.53.7624.01A.11R.2066.07"	3323.6715	990.7773	292.9293	521.3	3828.722	340.7993	453.2279	10711.9016	581.9543	1218.2697	790.5138	3279.3149	530.5226	2207.7295	1260.8696	7156.7852	1410.1888	57838.3838	342.9952	2672.3759	1131.3131	2449.473	4055.336	1463.7681	1614.8441	4285.4633	801.4932	51.3834	814.2292	619.2358	795.7839	703.5573	194.5542	2599.0338	1021.0804	2048.7484	2535.7927	1498.9021
"TCGA.53.7626.01A.12R.2066.07"	1741.6628	1275.8726	133.7333	146.5376	5858.3722	512.1701	125.7662	8673.0313	85.2592	1509.1945	689.7224	1150.3909	470.0384	1642.9278	770.5314	1527.6896	1051.9404	24772.8134	421.1176	2148.838	1907.549	3201.0773	2777.3846	1242.0125	835.9754	1645.7732	798.9853	288.2379	723.0134	1018.9339	329.4961	139.4241	91.9488	1999.1706	927.0279	1794.3025	2144.0009	1023.4866
"TCGA.53.7813.01A.11R.2170.07"	2387.4615	1070.9147	75.0257	36.999	2429.5992	387.4615	229.1881	7113.0524	340.6372	1391.5725	709.147	2249.7431	1313.4635	860.2261	993.8335	1466.5982	681.3977	50516.9579	491.2641	1536.4851	1456.3207	2993.3196	5381.295	2505.6526	1694.7585	1579.6506	936.2795	247.6876	1228.1603	1007.1942	45.221	199.3834	201.5211	2091.4697	632.0658	1024.666	2070.9147	1526.2076
"TCGA.53.A4EZ.01A.12R.A24X.07"	1509.1964	665.6831	137.307	31.8678	2972.3616	256.1228	170.7485	4197.5017	455.1903	1078.3909	859.2505	2062.752	579.6164	480.7711	564.1782	1179.1089	332.0547	34393.233	542.5396	608.2424	779.3843	3623.5625	4511.0652	1137.7988	1199.9607	1204.2884	653.4868	118.0289	890.7249	838.0053	269.1059	362.3488	177.4368	1572.5386	394.2166	1119.701	1534.3759	846.2673
"TCGA.55.1592.01A.01R.0946.07"	1881.2824	588.662	99.3282	143.7147	2308.6375	623.3051	217.6019	10366.9462	160.1756	1413.0594	805.1813	5671.7242	431.5149	1695.3465	639.8147	2982.2833	844.1548	30325.1579	562.1383	1644.4644	1145.3873	3772.1377	3407.7438	1299.1161	1475.038	1477.7445	851.4623	273.085	1008.9801	963.7817	513.6921	262.2591	208.7896	1713.2093	720.4681	1720.7875	1660.1621	1018.7235
"TCGA.55.1594.01A.01R.0946.07"	2917.0597	784.9843	333.3333	221.6981	3689.8585	764.9371	292.0597	4527.1226	419.2099	1956.761	1573.8994	1862.0283	1053.4041	2267.6887	2313.2862	1495.6761	493.3176	49239.7799	769.6541	2671.3836	1483.8836	6513.3176	6827.044	3020.4403	2590.8019	4114.7799	1294.4182	498.4277	1774.3711	955.9748	147.0126	619.4969	160.3813	5946.934	658.0189	3330.1887	2817.217	1828.2233
"TCGA.55.1595.01A.01R.0946.07"	2419.9308	1315.1068	257.2836	58.9036	6127.8056	470.3132	304.2844	9443.1931	220.3575	2391.242	1016.9264	1895.292	720.272	1430.4724	1134.1232	3214.0612	1015.0952	53217.7236	475.1964	1746.0492	1207.066	4263.0427	4988.494	2080.5484	1481.4408	2868.88	1272.3788	204.484	1530.2728	1255.898	140.0868	290.5504	260.946	2929.6148	1005.3288	2683.0132	3370.6288	1538.8184
"TCGA.55.1596.01A.01R.0946.07"	2606.2759	662.5222	259.9171	127.2943	2765.5417	615.749	169.923	7306.6903	562.0959	2468.3245	1692.1255	1522.2025	984.6063	963.884	1431.6163	2461.2197	692.1255	56542.3327	187.685	1178.804	1197.1581	5526.122	6744.8194	2401.421	2293.6649	1993.4873	1140.9118	171.1072	1419.1829	988.1587	1202.4867	920.071	197.7501	3259.9171	708.1113	3478.9816	2630.5506	1464.7721
"TCGA.55.5899.01A.11R.1628.07"	1073.8677	540.6487	146.8781	282.326	2217.4596	279.4685	224.032	4501.2145	424.1863	1520.2172	804.1149	1688.8127	541.2202	757.251	1167.5954	3138.1626	375.4822	66070.5815	324.6178	1222.4604	885.2693	3305.2322	2746.6781	1237.8911	3218.7455	2076.8681	907.5582	57.151	1140.7344	242.8918	102.3003	254.322	105.1579	2406.058	312.6161	2165.4522	1616.8024	669.81
"TCGA.55.6543.01A.11R.1755.07"	1454.8495	587.5139	107.5808	83.0546	2900.223	311.0368	101.4493	8302.6756	21.7391	1501.1148	457.6366	771.4604	453.1773	1161.0925	829.4314	2076.9231	770.903	44059.0858	262.5418	1368.4504	1944.8161	3631.2709	2615.942	1443.1438	794.3144	857.3021	923.0769	220.7358	1020.0669	853.4002	235.786	77.4805	83.0546	1707.3579	498.8852	1615.942	1717.9487	968.2274
"TCGA.55.6642.01A.11R.1858.07"	1654.6527	795.5439	92.3984	133.6828	3257.536	372.8702	173.0013	6916.7759	112.6343	969.2005	520.3145	1271.2975	373.5256	1508.519	1113.3683	937.0904	885.9764	49883.3552	409.5675	2011.1402	1018.3486	2761.8349	2425.2949	1081.9135	1106.1599	1856.4875	714.2857	222.1494	897.772	724.7706	129.751	91.0878	70.7733	2024.2464	625.1638	1485.5832	2004.5872	941.0223
"TCGA.55.6712.01A.11R.1858.07"	2451.266	826.35	178.3554	1122.1152	3150.3473	362.9845	192.6955	13038.7632	170.5579	1678.6915	1542.4602	1561.2816	731.3466	1598.9245	907.9095	2444.0959	1361.4161	100634.5508	266.1887	2021.9583	1571.1405	4080.7797	3564.4186	1543.3565	1462.6933	3354.6942	1052.207	330.7192	1133.7665	1656.285	1121.2189	229.4421	158.6377	2482.635	939.2785	2742.5499	3442.5274	1341.6984
"TCGA.55.6968.01A.11R.1949.07"	1243.2742	818.5461	103.6062	164.854	4527.7619	302.8048	223.2398	3908.4144	314.5049	1175.1574	590.727	2191.7573	629.6508	1099.5993	652.5472	1737.8363	342.8735	43255.2948	279.9084	1157.9851	926.7315	2723.9325	3777.3326	1015.4551	1318.2599	2239.8397	610.1889	175.1574	507.1551	708.6434	161.992	434.4591	69.2616	1862.6216	295.3635	1816.8288	1661.1334	1376.0733
"TCGA.55.6969.01A.11R.1949.07"	1680.2476	740.9509	98.3105	117.6277	3111.4419	295.9664	198.3458	6870.3534	275.9421	1098.3183	543.295	2124.8871	598.4869	1089.6946	1076.9314	1607.1184	690.5883	65470.6703	355.6426	1485.6962	895.4882	3041.8415	4992.4499	1541.923	1275.2772	2349.4491	678.1701	221.8023	744.7453	413.9391	120.0423	251.8129	88.307	2382.9091	547.0894	1807.1889	1830.3005	944.4709
"TCGA.55.6970.01A.11R.1949.07"	1301.6383	756.505	130.4208	185.0305	3062.9618	456.4729	339.5438	3909.0909	126.823	1096.3701	789.592	1206.5532	413.4276	1224.221	1075.8111	3247.6711	732.0912	40583.3601	306.778	1681.9788	1366.2062	2844.1182	2314.4876	1119.1776	1679.0877	1680.6939	902.345	137.1667	635.3999	1135.2393	102.7947	183.1031	104.7221	2382.5891	351.7507	1718.5994	1368.4549	1018.9528
"TCGA.55.6971.01A.11R.1949.07"	1978.7028	1176.1859	187.8025	249.758	4870.2807	372.7009	142.304	4069.6999	146.8345	1119.0707	547.9187	1616.6505	500.484	1313.6496	1003.8722	1296.2246	871.2488	48967.0862	492.7396	2089.061	1590.5131	4015.2372	3237.1733	1078.4124	1095.8374	2136.4956	851.8877	234.2691	925.4598	1078.4124	118.1026	133.5915	132.6234	2378.5092	746.3698	1717.3282	2187.8025	1227.4927
"TCGA.55.6972.01A.11R.1949.07"	910.9589	789.9543	100.4566	1.1416	3907.5342	292.2374	231.7352	11331.0502	126.8265	2229.4521	1070.7763	819.6347	2560.5023	398.4018	680.3653	1962.3288	412.1005	32307.0776	415.5251	706.621	1609.589	2067.2489	4301.3699	1990.8676	2348.1735	819.6347	1076.484	240.8676	807.0776	27.3973	226.0274	85.6164	149.5434	2883.5616	369.863	3156.3927	1356.1644	917.8082
"TCGA.55.6975.01A.11R.1949.07"	1917.8541	622.7997	185.2473	457.6697	3535.6245	358.7594	185.2473	8749.3713	454.6438	1581.7267	1017.6027	1441.7435	841.5759	1578.3738	1139.145	3440.0671	795.4736	81361.2741	305.9514	1406.5381	710.8131	1840.6035	3611.0645	2101.425	1812.2381	2267.3931	1009.2205	92.2045	526.404	456.8315	698.2397	352.0536	65.3814	3383.9061	598.4912	2191.1148	2551.5507	1157.5859
"TCGA.55.6978.01A.11R.1949.07"	2070.3867	925.8559	159.2328	825.3447	3850.4076	555.5135	185.8917	5921.5148	276.0239	1147.0526	866.774	1611.4215	745.7175	1526.041	949.993	2873.7558	882.6253	64508.3777	349.8078	1887.7373	988.5403	3600.1347	3080.182	1435.617	1421.567	2494.7673	758.6975	359.1744	731.6783	995.0249	302.2541	405.2871	91.1446	2721.3678	724.113	2200.0785	2551.3274	1175.1525
"TCGA.55.6979.01A.11R.1949.07"	1123.2788	441.8418	90.2006	157.851	1993.5732	417.8823	146.5759	3674.9679	147.1749	1149.3524	742.0405	927.3745	400.265	747.678	661.7056	1125.3929	567.9816	36215.523	255.8031	1042.2392	976.7029	3563.9437	2281.0875	1078.8832	827.3082	1431.2291	524.2907	257.9172	520.7673	485.5327	90.9052	273.4204	65.5363	1517.2015	470.0295	1405.8602	1343.1426	787.1408
"TCGA.55.6980.01A.11R.1949.07"	1377.542	766.5782	81.3439	108.7533	3897.4359	322.7233	147.6569	12032.7144	63.519	1969.9381	1041.5561	1073.3864	748.8948	916.8877	808.1344	3358.0902	1242.2635	59423.519	421.7507	1393.4571	1969.9381	2926.8347	4726.7905	1385.4996	1264.3678	1028.2935	1168.8771	130.8576	926.6136	882.405	629.5314	34.4828	110.5217	2350.1326	555.2608	2285.588	2024.7569	955.7913
"TCGA.55.6981.01A.11R.1949.07"	2660.5263	907.0175	178.0702	270.1754	4950.8772	407.8947	168.4211	9816.6667	195.4211	2459.6491	1201.7544	1485.0877	764.9123	1743.8596	1344.7368	3611.4035	885.9649	102741.2281	453.5088	1464.9123	2342.9825	3315.1053	5985.9649	2159.6491	1628.0702	2300.8772	1413.1579	68.4211	1259.6491	1373.6842	392.9825	206.1404	114.0351	2744.7368	848.2456	3160.5263	2683.3333	1223.6842
"TCGA.55.6982.01A.11R.1949.07"	1934.0862	615.8101	81.1247	296.8426	3588.8454	446.1858	82.0466	6772.0673	195.28	1651.9935	1175.386	1129.2925	737.4971	1205.8078	1034.3397	1482.3692	682.1848	87334.4088	436.967	1132.9799	1722.9776	5534.7131	3657.0638	1361.6041	1498.041	1604.0562	1070.2927	298.6863	929.2464	980.8712	317.1238	209.2648	83.8903	2650.3803	585.3883	2641.1616	1679.6497	989.168
"TCGA.55.6983.01A.11R.1949.07"	1428.0142	757.8014	82.9787	102.4823	3467.3759	363.1206	102.1277	5064.8936	52.4823	1324.8227	733.6879	1256.0284	514.8298	986.8794	808.8652	1547.5177	858.156	44979.4326	365.9574	1592.1986	1264.8936	3207.3759	3248.9362	1351.0638	1303.1915	1102.4823	821.9858	204.6099	713.8298	702.4823	152.8369	85.1064	93.4184	2009.2199	559.9291	1689.3617	1534.7518	882.2695
"TCGA.55.6984.01A.11R.1949.07"	4632.5411	687.3857	183.7294	529.2505	5085.0091	365.6307	288.8483	9995.4296	221.8921	2878.4278	917.7331	2495.4296	1097.8062	1805.3016	746.8007	5536.5631	1290.6764	134667.2761	545.7038	2038.3912	2212.9799	4222.6874	4707.4954	2291.5905	2166.362	2115.1737	1146.2523	201.0969	1025.5941	1275.1371	508.2267	184.6435	214.808	2967.0932	655.3931	2355.5759	1639.8537	1487.2029
"TCGA.55.6985.01A.11R.1949.07"	1615.6716	1051.4925	152.9851	236.5672	4569.403	495.5224	135.0746	15816.4179	266.3358	1677.6119	923.1343	1123.8806	767.1642	1382.0896	1124.6269	1916.4179	909.7015	47366.4179	425.3731	1902.9851	2197.7612	3664.5896	3217.9104	2067.1642	1514.9254	2888.0597	835.8209	313.4328	1103.7313	1252.9851	558.209	214.1791	82.8358	2188.0597	862.6866	2111.9403	2544.7761	1109.7015
"TCGA.55.6986.01A.11R.1949.07"	861.1919	481.1047	93.0233	88.6628	2636.6279	202.0349	77.0349	2303.7791	42.3183	768.8953	406.25	1042.8779	436.0465	758.7209	1140.9884	1829.2151	464.3895	47798.6919	264.5349	949.8547	1074.1279	1971.9331	2287.7907	944.0407	1630.814	855.3779	568.314	158.4302	929.5058	478.9244	35.6105	38.5174	47.9651	1727.4709	254.3605	1182.4128	1014.5349	629.3605
"TCGA.55.6987.01A.11R.1949.07"	2332.9802	885.5932	125.3531	232.6977	3331.9209	685.7345	272.952	4556.8503	245.7627	1575.565	772.2458	1739.7599	916.2853	1080.1554	1156.7797	4433.9689	830.5085	94486.5819	400.4237	1876.7655	1896.5395	3872.786	3936.0876	1936.4407	2085.0989	2331.5678	1064.9718	189.2655	1175.1412	573.4463	52.9661	239.4068	99.9329	3373.2345	680.4379	1788.8418	2275.4237	1230.5791
"TCGA.55.7227.01A.11R.2039.07"	966.1368	608.8459	67.7263	143.0546	2608.1548	304.7685	78.0926	6913.6144	64.1603	892.1907	597.7885	795.4388	401.5204	996.5446	586.0401	1278.5073	711.8176	38772.633	353.1444	1137.5259	827.9198	2712.6054	1877.678	1029.7167	765.7222	1001.3822	570.8362	175.5356	648.2377	460.2626	105.0449	114.029	59.1983	1228.0581	353.8355	1042.8473	1371.1126	717.3462
"TCGA.55.7281.01A.11R.2039.07"	1466.0969	803.4188	45.584	173.7892	4181.7664	329.3447	135.6125	17837.037	88.3191	2178.9174	888.8889	1152.7066	734.4729	817.6638	692.8775	1670.6553	726.4957	52552.7066	360.114	1158.4046	1078.6325	2578.416	4310.5413	1591.453	1054.7009	1320.2279	605.1282	183.4758	822.2222	1242.1652	397.151	99.1453	34.188	1471.2251	620.5128	2062.1083	1651.2821	892.3077
"TCGA.55.7283.01A.11R.2039.07"	871.1779	1132.8321	91.2281	28.5714	2894.7368	231.0777	173.4336	3830.0752	40.1003	951.8797	384.4612	835.589	307.7694	663.1579	608.5213	1375.4386	600.5013	22574.9373	249.1228	2682.7068	995.99	1801.0727	2080.7018	813.0326	1305.2632	918.797	455.1378	149.8747	547.3684	973.4336	186.4662	45.614	40.1003	1070.6767	456.6416	1296.7419	1247.1178	574.9373
"TCGA.55.7284.01B.11R.2241.07"	3746.2055	635.4836	107.8359	342.2075	3698.2092	382.4122	166.7404	4539.3913	51.3062	1525.597	1100.7985	1628.4462	406.0986	1368.5182	559.7492	1787.0834	953.0696	27999.3019	520.1678	1946.9672	1886.816	3663.7142	3024.3909	1194.2978	1471.9907	1190.5578	968.3411	187.3103	1032.544	1453.2909	244.9682	62.0212	80.0977	1854.7145	452.225	1700.7524	1723.5039	1367.5832
"TCGA.55.7570.01A.11R.2039.07"	2092.8105	764.7059	200	436.6013	3832.244	335.512	282.0305	9559.9129	522.7233	1800.4357	910.6754	1949.4553	1122.3704	1132.4619	1009.1503	4198.6928	569.9346	80659.695	391.2854	1575.4858	656.6449	2931.024	5446.1874	2572.549	2318.0828	4005.6645	1010.0218	35.2941	1045.7516	510.6754	234.8584	617.4292	207.4074	6277.9956	497.1678	4067.5381	3395.6427	1538.9978
"TCGA.55.7573.01A.11R.2039.07"	1134.5076	663.731	148.1185	53.6429	4010.4083	291.4331	88.8711	5749.3995	36.5092	1045.6365	379.5036	1001.6013	303.4428	994.3955	646.9175	1110.4884	805.4444	20088.8711	415.5324	1300.2402	1615.6926	2629.6797	1983.1865	807.8463	791.8335	997.5981	664.5316	208.9672	596.4772	990.3923	92.8743	54.4436	93.6749	1165.7326	586.8695	1187.3499	1425.1401	877.502
"TCGA.55.7574.01A.11R.2039.07"	1539.9881	762.8498	107.9579	207.9778	3880.9288	354.8323	112.7208	4486.6045	110.2203	1088.3112	465.1717	1332.8041	432.4033	897.0034	950.1885	1319.3094	685.0566	36859.6944	461.2026	1357.4122	1057.3526	2551.6253	2574.3203	977.9718	1216.9081	1262.1552	644.5723	203.2149	700.9327	623.1395	27.7833	97.6384	141.2979	1624.1318	516.7692	1214.5267	1275.6499	1051.0022
"TCGA.55.7576.01A.11R.2066.07"	2017.6619	1526.4433	167.8941	235.345	5888.2686	611.4571	186.4846	15963.381	299.3745	1619.3105	1211.1837	1258.5948	815.7429	1608.8019	1592.1835	4020.9049	1311.6268	68457.5371	386.8652	2090.2278	2213.6605	4515.2736	3363.503	1665.4997	2404.7714	2977.8597	1101.4537	127.5702	1004.432	1795.5138	599.9709	196.4874	111.6044	2564.8451	1076.7706	2776.4846	2841.0028	1132.0022
"TCGA.55.7724.01A.11R.2170.07"	3093.1864	1264.5291	199.3988	541.0822	1417.8357	534.0681	134.2685	17947.8958	205.5511	1414.8297	1056.1122	1485.9719	712.4248	1574.1483	1218.4369	3904.8096	1029.0581	49032.0641	421.8437	2890.7816	3182.3647	4613.6874	2982.9659	1882.7655	1209.4188	2600.2004	939.8798	336.6733	964.9299	1441.8838	114.2285	171.3427	118.2365	2520.0401	525.0501	1541.0822	2262.5251	1162.3246
"TCGA.55.7725.01A.11R.2170.07"	1418.0672	1752.1008	118.6975	102.9412	2002.1008	444.3277	136.5546	5018.9076	50.7668	1304.6218	763.6555	1464.2857	865.2311	847.6891	904.4118	1971.6387	1168.0672	40849.7899	700.6303	1780.4622	2577.7311	3940.4517	2455.8824	1600.8403	1609.2437	889.7059	928.5714	225.8403	740.5462	305.6723	16.8067	84.0336	115.2416	1663.8655	1023.1092	637.605	2015.7563	1196.4286
"TCGA.55.7726.01A.11R.2170.07"	4031.9432	1267.0807	266.1934	1088.7311	2596.2733	743.567	223.6025	9630.8784	486.3531	1950.3106	1343.3895	1677.0186	1248.4472	1355.8119	1780.8341	4831.4108	1296.362	85301.6859	433.008	2157.0541	2064.7737	6331.7214	5007.9858	3259.0949	1848.2697	4862.4667	1231.5883	220.9406	1298.1366	1124.2236	264.4188	476.4862	114.4632	4385.0932	982.2538	2155.2795	3602.4845	1603.3718
"TCGA.55.7727.01A.11R.2170.07"	1408.2569	998.1651	169.7248	156.8807	1400	392.6606	182.5688	3957.7982	118.3578	1000.9174	782.5688	1056.8807	810.0917	762.3853	948.6239	1609.1743	908.2569	24235.7798	288.9908	1474.3119	1651.3761	2852.367	2142.2018	1405.5046	1155.9633	1441.2844	1034.8624	136.6972	666.055	904.5872	74.3119	144.0367	87.156	1700	879.8165	823.8532	1744.9541	784.4037
"TCGA.55.7728.01A.11R.2187.07"	1213.1876	269.6796	85.5714	126.6901	3291.3503	364.1415	79.2739	5087.6088	130.5575	1058.7146	512.3171	1200.5927	377.8477	380.8113	483.7933	868.6794	576.403	56707.168	418.2256	744.2119	856.8253	2426.5568	2409.3351	826.4493	1465.827	822.3745	436.0067	141.5077	406.0011	508.6127	244.8602	70.3834	136.692	638.6368	307.4643	980.552	987.9607	1062.0485
"TCGA.55.7815.01A.11R.2170.07"	3526.0521	2056.1122	177.3547	699.3988	1033.0661	527.0541	152.3046	3439.8798	115.3006	1021.0421	971.9439	1852.7054	697.3948	1501.002	1712.4248	1160.3206	596.1924	25925.8517	228.4569	1772.5451	1080.1603	6899.6794	2130.2605	1590.1804	2543.0862	1427.8557	1180.3607	237.4749	799.5992	2063.1263	38.0762	115.2305	76.1523	2373.7475	777.5551	663.3267	1987.976	828.6573
"TCGA.55.7816.01A.11R.2170.07"	1885.5914	734.6237	129.4624	151.828	5053.7634	474.8387	134.6237	5394.4086	41.114	1437.4194	540.6452	1408.6022	377.4925	2085.1613	669.2473	1457.6344	1300.6452	25870.5376	634.4086	1856.3441	1182.3656	3240.7828	2472.6882	1153.5484	1023.2258	1290.7527	625.3763	438.7097	691.1828	510.9677	37.4194	57.6344	169.8925	1760.4301	634.8387	1673.9785	1715.6989	1144.9462
"TCGA.55.7903.01A.11R.2170.07"	1773.2935	1142.9995	157.4489	94.6687	4769.8057	446.9357	149.9751	5466.866	314.6437	1598.4056	658.6946	1099.153	621.8236	995.5157	1034.8779	4759.8406	951.6692	96348.4305	240.6577	1741.4051	963.6273	2977.3343	3988.0419	1878.9238	1400.5979	2669.6562	1156.9507	187.8426	957.6482	1360.7374	221.724	218.2362	138.585	1803.6871	1127.0553	2130.5431	2119.5815	1005.9791
"TCGA.55.7907.01A.11R.2170.07"	2537.1384	888.9758	164.9726	86.7866	3130.5708	430.8053	123.534	15900.7037	134.7146	1471.4621	1752.1501	1082.0954	701.2353	1144.6443	847.5371	2604.3784	662.2361	39439.4058	230.6489	1521.5012	1439.4058	3406.7944	3514.4644	1541.8296	1184.5192	1577.0133	938.233	154.8084	1159.4996	2114.9335	853.792	183.7373	124.3159	2193.1196	899.9218	2407.3495	1910.8679	1046.1298
"TCGA.55.7910.01A.11R.2170.07"	1505.5556	853.7037	100.9259	27.7778	10472.2222	250.9259	90.7407	13241.6667	833.4537	1831.4815	647.2222	2141.6667	1408.3333	857.4074	735.1852	1810.1852	1509.2593	51978.7037	574.0741	1185.1852	2133.3333	4216.5278	8867.5926	1146.2963	1379.6296	1891.6667	1998.1481	155.5556	1420.3704	421.2963	117.5926	269.4444	202.7778	1867.5926	1142.5926	2262.963	1405.5556	2101.8519
"TCGA.55.7911.01A.11R.2170.07"	2195.8504	1217.3913	248.4472	241.0466	4164.9267	706.753	224.1311	9734.3729	322.1409	1928.3732	772.8294	1545.1302	1427.7785	1426.7213	1299.326	3413.7703	719.9683	94844.9848	292.8505	2398.8371	1332.6285	4062.5981	5009.1185	2368.1776	1423.5496	3222.4131	1345.8438	276.9922	1299.326	420.2458	159.1119	425.0033	181.8422	2204.3082	638.5622	2827.012	2499.2732	1292.4541
"TCGA.55.7914.01A.11R.2170.07"	822.089	848.076	80.9595	11.4943	2007.4963	254.8726	84.9575	2092.4538	63.0685	840.5797	381.3093	695.6522	333.3333	781.1094	511.2444	1429.7851	416.7916	24724.6377	313.8431	902.5487	943.5282	1933.7081	1941.5292	853.0735	947.5262	652.1739	408.7956	92.4538	934.033	408.2959	16.9915	104.4478	78.9605	1297.8511	336.3318	1023.988	1009.4953	579.2104
"TCGA.55.7994.01A.11R.2187.07"	1729.9639	1055.5819	246.0069	397.0305	4833.7039	416.6604	158.6222	6014.9805	269.6831	910.8906	900.1258	730.1055	452.0512	2173.5362	771.265	2176.7023	852.0009	71077.6418	306.7963	1528.2825	1384.541	3870.0501	3096.7746	879.2294	1256.9466	2730.772	939.7022	115.8797	1197.1071	1158.7972	338.774	420.7763	172.1827	1771.1233	523.0418	1708.4343	2493.9468	1389.2901
"TCGA.55.7995.01A.11R.2187.07"	3572.247	1328.5239	186.4347	204.8235	8728.1986	664.5449	190.9612	9157.6491	386.6978	1898.8613	1320.6026	1525.1432	753.5441	3180.4229	1348.6102	3842.1388	1245.3497	101903.3878	417.8513	2271.4478	1894.3348	6424.3384	4919.7256	1943.2775	1609.449	3888.5353	923.1204	589.5749	1296.2727	2269.1845	818.1625	427.1872	262.5362	3227.6682	1015.0647	3436.4524	2765.4007	2345.0032
