"ADIPOR2"	"AEBP2"	"ALG10"	"ARNTL2"	"ATN1"	"C12orf4"	"CCDC77"	"CD9"	"CDCA3"	"COPS7A"	"DERA"	"DNM1L"	"EMG1"	"ERC1"	"ERGIC2"	"FKBP4"	"FOXJ2"	"GAPDH"	"ITFG2"	"KDM5A"	"LPCAT3"	"M6PR"	"MLF2"	"MRPL51"	"MRPS35"	"NCAPD2"	"NECAP1"	"PARP11"	"PEX5"	"PLEKHA5"	"PLEKHG6"	"RAD51AP1"	"RAD52"	"STRAP"	"TULP3"	"USP5"	"WBP11"	"ZNF384"
"TCGA.44.A479.01A.31R.A24H.07"	1503.9728	820.6583	123.723	96.4813	2224.1771	589.1033	165.1532	3143.5868	165.1759	1006.2429	520.4313	1825.7662	502.8377	1216.7991	1539.7276	386.4926	547.6731	25839.3871	416.5721	1759.9319	1016.4586	3361.6856	2910.3292	1108.9671	1471.6232	1764.4722	881.3848	376.277	829.7389	891.6005	89.1033	306.4699	116.9126	2081.7253	427.9228	1324.6311	1701.4756	1052.7809
"TCGA.44.A47A.01A.21R.A24H.07"	1154.5548	760.4913	112.5896	115.6602	7185.7728	472.8762	134.0839	2564.4831	157.3132	1533.7769	631.5251	953.4289	636.6428	758.4442	900.7165	2377.175	860.7984	56303.48	573.1832	1170.9314	2826.5097	2843.4186	3279.4268	1341.8628	1153.0194	1416.5814	800.9212	157.6254	734.9028	698.567	30.7062	183.7257	147.39	1511.259	1052.7124	1649.4371	1516.8884	1259.4678
"TCGA.44.A47B.01A.11R.A24H.07"	1477.3847	1248.5446	153.1572	17.9131	2989.2521	273.1751	225.365	1241.8271	78.6655	713.8379	299.1491	1157.6355	349.3059	539.185	579.4895	654.2768	444.2454	31211.0793	240.9315	1923.7618	1124.4962	2133.811	2900.5822	782.8034	839.2297	646.6637	463.0542	175.9964	527.5414	877.2951	37.6176	101.657	89.1178	1502.4631	527.9893	768.0251	1236.901	682.4899
"TCGA.44.A47G.01A.21R.A24H.07"	1022.4396	909.6663	111.6226	249.7123	3077.1001	373.4177	111.0472	9376.2946	106.5995	1566.168	846.3751	1327.3878	623.7054	607.0196	878.0207	1040.8516	775.0288	57596.6628	217.4914	1018.412	1490.794	3220.8918	3425.2014	1233.6018	964.9022	1269.275	897.5834	219.2175	845.2244	1025.8918	543.7284	147.2957	79.4016	2002.8769	293.4407	2062.7158	1626.5823	898.1588
"TCGA.44.A4SS.01A.11R.A24X.07"	1745.1625	888.9197	111.8765	475.752	4659.4898	510.0903	131.8149	7264.7721	196.5648	2660.6667	1201.2877	1677.0397	619.7515	940.4272	746.0279	3598.8785	638.5822	55989.7539	244.7991	1365.2255	1425.0407	4369.6078	5515.7326	1268.8567	2030.3922	2239.1914	921.5965	96.3689	1107.688	984.1808	297.4142	168.3686	115.1996	3600.54	541.1056	3053.3421	1820.4853	1171.3801
"TCGA.44.A4SU.01A.11R.A24X.07"	1017.9599	534.8046	110.8111	57.7533	2510.6233	268.1066	111.2807	3677.8965	99.8051	1023.5943	545.1344	788.3554	339.946	689.7523	578.4717	1958.4458	513.6753	27227.1393	322.1035	836.2484	535.7436	1660.9696	2557.5772	844.2305	772.8607	854.0909	459.2088	176.5465	585.5147	811.3628	257.7767	72.7785	178.4247	1256.016	553.1166	1279.4929	1439.6056	801.9721
"TCGA.49.4486.01A.01R.1206.07"	1204.2795	1060.6437	64.5031	127.0113	3252.7516	247.3727	122.3564	15998.4306	54.8609	2757.6737	1838.6708	972.8663	2148.2191	395.6633	673.2926	2403.2391	404.3081	61003.9708	547.2789	797.644	2549.5348	2346.2104	6531.1049	2827.8291	2358.6854	706.2092	1129.1367	283.6141	801.9663	244.3803	230.7482	53.1984	96.2493	2467.7422	306.556	2358.6854	1501.8582	873.4517
"TCGA.49.4487.01A.21R.1858.07"	2074.1365	1225.7793	57.2873	95.198	4530.7498	379.107	341.1963	7566.1331	417.877	1446.5038	1095.198	1380.7919	981.4659	756.5291	710.1938	2963.7742	715.2485	82811.289	363.1003	1263.69	1026.9587	2995.8467	4871.9461	2071.6091	1217.3547	3847.5147	543.3867	149.1154	920.8088	807.9191	93.5131	421.23	108.1129	2534.1196	788.5425	2343.7237	2181.9714	1401.011
"TCGA.49.4488.01A.01R.1755.07"	816.7309	549.6239	133.5535	172.4454	1802.2381	302.3298	55.7696	9222.528	148.2297	1518.2535	819.6661	1123.4636	912.86	463.0343	721.3355	2717.2996	369.1066	52079.9853	283.2508	595.854	1028.8021	2439.7725	2982.2051	1542.4693	1348.7433	697.1198	713.2636	33.7553	756.5584	570.9044	308.9341	147.4959	46.4575	1589.4331	338.2866	1246.0099	1405.2467	673.6379
"TCGA.49.4490.01A.21R.1858.07"	1137.321	448.3759	57.1001	67.3968	3445.6613	175.0445	63.6525	9327.9041	84.4145	2290.5551	697.3697	585.0417	983.806	778.8075	534.4941	2842.8344	557.8957	57757.1843	393.148	734.8123	1492.0902	2773.4625	3817.2798	1471.4968	872.4141	1007.2077	583.1695	76.7575	712.3467	730.132	618.7401	44.9312	106.7116	1264.626	406.2529	1788.8234	1544.51	933.2584
"TCGA.49.4494.01A.01R.1206.07"	1492.1559	670.4053	111.5922	358.3446	2493.0787	353.2335	101.3701	8024.1357	355.3375	1294.5269	2209.6969	1051.4659	1658.5504	607.3685	839.3554	3319.0885	471.6405	100552.5662	300.9867	750.1952	1370.6254	2584.7917	5921.7718	2799.7444	1984.2408	1671.6121	749.0594	96.5429	792.7877	831.1209	372.826	218.6413	29.5308	1960.9569	502.3071	2635.9054	1592.1062	788.2445
"TCGA.49.4501.01A.01R.1206.07"	1175.1651	504.0951	220.0793	45.7067	2470.0132	435.4029	82.959	23921.5324	38.5945	1733.1572	780.9775	707.2655	965.6539	686.6579	700.1321	1987.5826	501.7173	29760.8983	457.0674	927.609	1683.2232	2995.963	2365.1255	1353.5007	1231.1757	820.8719	953.7649	193.395	557.1995	613.7384	96.6975	52.8402	88.5073	1705.6803	398.679	1699.6037	1314.9273	521.7966
"TCGA.49.4505.01A.01R.1206.07"	1174.0107	686.7808	117.5975	106.371	2990.4575	392.366	85.3214	12280.101	65.8097	2163.9068	1159.9775	672.1864	883.2445	829.3573	1200.6736	2950.6034	788.6612	81126.8594	291.0469	1203.4802	1799.0457	3398.2655	3925.3438	2215.8294	1242.2116	1054.4485	1402.4698	376.3682	948.3581	918.8886	548.4143	75.2175	68.7707	2194.7797	549.2562	2291.6082	1866.1241	890.261
"TCGA.49.4506.01A.01R.1206.07"	1377.3754	727.4898	124.1667	278.5792	1766.1924	708.3872	164.3618	509.0041	354.1299	2310.2179	2253.3081	1270.3214	3112.9241	639.5384	2531.0914	6930.6537	323.5499	246104.511	249.1294	916.1277	1198.2887	4526.7297	4900.2089	3303.9499	4343.4484	1333.2007	2658.4419	60.0935	1014.0285	210.5263	19.1026	341.0606	104.6662	4768.0828	231.2208	2800.1194	1700.9253	867.9733
"TCGA.49.4507.01A.01R.1206.07"	2034.5901	563.8187	72.9851	135.9391	4662.0547	338.2912	287.7897	3072.9851	1368.1598	2673.4694	571.4286	1349.3601	2535.109	564.1646	1335.1781	4626.7727	472.155	212505.7074	286.4061	1017.9869	1143.5489	1516.2504	7316.1536	5830.8544	1348.3224	2681.4251	970.5984	78.5195	778.9692	193.0128	314.4241	374.9568	133.1719	1003.8049	545.8319	2855.0675	954.3411	1776.202
"TCGA.49.4510.01A.01R.1206.07"	2124.5211	742.3372	151.0217	22.3499	5445.7216	290.5492	174.3295	30525.8621	42.9119	1785.4406	1265.645	1652.9374	1948.9144	856.0026	940.613	751.9157	779.0549	37134.0996	475.0958	1379.9489	2411.8774	3725.1341	6861.1111	3231.4815	1710.0894	865.5811	1247.765	373.2439	1015.645	545.3384	161.2388	50.447	149.4253	3100.894	687.7395	1983.0779	1782.567	1221.9029
"TCGA.49.4512.01A.21R.1858.07"	2033.0515	762.4904	49.1929	53.0361	6122.9823	292.083	120.6764	9644.1199	183.4128	1988.4704	621.0607	1354.3428	993.0822	790.1614	703.3051	3092.2367	832.4366	58514.2198	994.6195	1107.6095	1737.1253	1677.5634	4842.4289	1725.5957	1060.7225	995.3882	640.2767	139.8924	511.1453	813.2206	227.5173	53.8048	191.8832	1267.4865	1009.2237	1318.9854	1734.8194	914.681
"TCGA.49.4514.01A.21R.1858.07"	1713.8387	705.4282	45.1413	254.0154	4659.4989	253.2503	169.0885	4208.8511	1182.3498	3625.8399	2945.6602	1669.4625	3629.6655	654.1661	1400.145	3573.8127	826.3151	108365.8663	272.3779	829.3755	2049.7204	2409.8867	15221.0297	4496.5312	3861.4928	3773.5055	1241.7679	49.7319	1856.1485	969.39	377.1975	366.486	58.0563	5308.3092	389.4392	3599.0612	1426.9237	1900.5247
"TCGA.49.6742.01A.11R.1858.07"	2161.0738	727.8151	142.431	88.7397	3800.8949	265.4735	203.5794	8390.0075	493.7584	2422.8188	1422.8188	1317.6734	1011.1857	847.129	735.2722	2873.9746	771.0664	47794.9292	349.739	1641.3125	1838.1805	3173.3482	5319.9105	2146.1596	1722.5951	4216.2565	1025.3542	87.2483	1205.0708	1196.868	799.4034	261.745	108.1283	2414.616	518.2699	2705.4437	2212.528	1428.0388
"TCGA.49.6743.01A.11R.1858.07"	1775.9088	579.49	157.8947	173.63	2930.548	483.9935	180.1411	2397.7211	191.8014	1150.2984	638.0901	1091.1557	214.8671	984.8074	916.4406	1730.8736	819.3163	39848.0738	181.7689	1372.2192	693.9772	3533.4726	2060.2279	1048.2908	1186.1096	2184.4818	652.1975	159.5225	492.1324	391.21	245.7949	243.0819	59.1427	2672.8161	685.2957	1976.1259	1471.5138	982.637
"TCGA.49.6744.01A.11R.1858.07"	1710.2851	840.1222	104.3788	189.9185	4021.8941	332.9939	138.4929	9433.8086	100.3055	1313.6456	771.8941	1015.7841	525.4226	1448.0652	929.2261	1866.0896	873.7271	41286.1507	393.0754	1835.0305	1762.7291	3398.4267	3470.4684	1383.9104	1285.1324	1458.2485	969.9593	217.4134	837.0672	703.1568	234.7251	110.4888	70.2648	1652.2403	687.8819	2191.446	1929.2261	1027.4949
"TCGA.49.6745.01A.11R.1858.07"	1565.1106	2185.258	172.973	515.9705	3284.0295	387.715	140.5405	9755.2826	173.7887	1029.484	1052.0885	2454.5455	483.5381	1526.2899	1685.9951	1852.0885	679.1155	46098.2801	284.5209	1509.0909	1299.2629	3246.7568	2715.4791	1104.1769	2466.8305	1955.2826	671.2531	209.828	793.6118	2413.2678	208.3538	167.0762	52.0885	1935.6265	561.1794	1600.9828	2020.1474	827.027
"TCGA.49.6761.01A.31R.1949.07"	1020.7149	831.5307	135.6554	40.33	2605.3162	340.2383	122.4565	2537.8552	119.5967	751.604	534.5555	783.1347	571.2191	661.4115	770.6691	3956.7369	445.8295	56901.9248	118.7901	1103.5747	638.6801	1463.1274	3353.2539	1463.6114	1098.4418	1231.8973	572.6856	82.1265	812.4656	740.6049	217.7819	87.9927	29.3309	2085.4262	463.428	1525.2062	1564.0697	788.2676
"TCGA.49.6767.01A.11R.1858.07"	2218.9349	1088.1657	176.9231	1039.0533	4810.6509	320.1183	265.0888	11418.3432	595.6154	2504.7337	1641.4201	1218.9349	1042.0118	816.568	748.5207	3063.9053	649.7041	72553.8462	634.3195	1407.1006	1101.7751	5594.1598	5723.0769	2769.8225	2856.8047	4118.9349	841.4201	156.8047	1344.3787	585.2071	1545.5621	476.9231	167.4556	3914.2012	904.142	2715.9763	3042.0118	1313.0178
"TCGA.49.AAQV.01A.11R.A39D.07"	825.3192	332.2927	61.9973	30.5066	2302.1026	212.2343	109.5615	3077.8895	132.553	1086.7577	464.8161	1061.4996	415.6119	421.1883	416.5959	1486.2962	487.7781	45107.1709	274.8877	596.0274	718.382	1479.7488	3408.542	1503.6817	740.0318	958.1707	537.3103	86.9275	667.5376	272.5915	151.5491	86.5995	47.2361	1361.9735	288.3369	1435.1238	905.3581	556.664
"TCGA.49.AAR0.01A.21R.A39D.07"	1193.3565	797.2236	40.1587	52.0575	2986.118	235.0025	166.584	7496.7774	302.2062	1367.8731	1764.9975	824.9876	711.9484	647.9921	443.2325	2487.8532	529.4993	51143.7779	448.1904	736.2419	1487.3575	2311.6014	4228.0615	1987.1096	1044.6207	1335.647	618.2449	138.3242	729.7967	494.2985	177.4913	131.3832	98.3837	4251.8592	406.0486	1848.2895	1249.3803	920.6743
"TCGA.49.AAR2.01A.11R.A39D.07"	1557.8791	409.5774	55.6827	99.6102	10079.1932	279.6511	297.5933	3024.1911	701.9736	1671.7194	747.386	1184.8048	1688.3932	593.3304	655.2001	460.9293	131.7825	87007.9812	386.0669	1174.287	1731.733	1540.1596	6182.0207	1796.0775	907.6285	1710.0786	519.7055	107.6533	905.1537	863.701	265.421	193.0335	220.8748	952.1747	571.0574	2447.5654	1139.6399	1629.648
"TCGA.49.AAR3.01A.11R.A41B.07"	1694.2509	497.3868	104.5296	650.6969	4075.784	474.7387	274.3902	3806.6202	533.1794	1659.4077	1219.5122	1801.3937	1119.338	914.6341	880.662	1772.6481	689.8955	79233.4495	416.3763	1075.784	1040.0697	3232.1777	5868.4669	2273.5192	1637.6307	3281.3589	800.5226	220.3833	726.4808	571.4286	514.8084	441.6376	138.5017	2161.1498	709.9303	2817.9443	2209.0592	1321.4286
"TCGA.49.AAR4.01A.12R.A41B.07"	1290.0378	416.1412	58.0076	107.8184	3764.8172	325.3468	129.8865	6904.7919	235.2774	1493.6948	720.0504	1069.9874	545.3972	711.8537	658.8903	1056.116	628.6255	38498.1084	292.5599	957.1248	863.1778	2811.7591	3971.6267	1360.6557	856.2421	1563.6822	604.6658	139.3443	640.6053	456.4943	443.884	138.0832	157.6293	1241.488	476.0404	1652.5851	1475.4098	1005.6747
"TCGA.49.AAR9.01A.21R.A41B.07"	3330.8857	545.2042	508.4901	1967.8752	5109.6833	283.6163	161.0831	10602.1111	524.5158	2583.2951	1089.0317	5240.4773	797.1547	1091.7852	2341.441	3519.0454	1000	109862.3222	345.5714	1652.5929	1276.7324	2972.4828	6044.5158	2762.7352	3731.5282	3066.0854	865.5346	20.1927	885.7274	715.4658	2383.2033	377.6962	170.2616	2682.8821	801.7439	3031.207	1736.1175	1512.6205
"TCGA.49.AARE.01A.11R.A41B.07"	1554.3924	310.4233	77.8334	59.1716	3243.969	223.9417	166.5908	8691.8525	299.381	1210.7419	988.6208	1009.5585	548.4752	792.4442	530.2685	1450.6145	502.9586	70299.0442	280.3823	702.3213	909.8771	1668.944	5420.5735	1456.9868	1076.4679	1575.33	586.254	86.4816	694.5835	432.863	446.518	133.8188	60.9923	1753.7551	709.604	1686.3905	1322.2576	1248.9759
"TCGA.49.AARN.01A.21R.A41B.07"	1185.8209	552.9851	49.2537	49.2537	3974.6269	182.8358	109.7015	4281.3433	89.2164	1232.8358	438.0597	794.7761	553.7313	700.7463	456.7164	1937.3134	598.5075	39370.1493	293.2836	864.1791	996.2687	2157.4478	3233.5821	1332.0896	948.5075	1103.7313	658.9552	138.806	653.7313	941.791	167.1642	44.0299	75.3731	1060.4478	420.1493	1365.6716	1248.5075	1055.9701
"TCGA.49.AARO.01A.12R.A41B.07"	1542.2312	616.8925	121.6489	232.9201	6328.0484	480.8302	175.2666	18957.6247	324.9813	2265.2061	1349.6685	2069.1842	1037.763	1311.6172	928.7979	1939.4638	939.1756	83030.2681	447.3912	1530.124	1440.1845	4152.0381	6797.9245	2240.4151	1086.7685	2209.8587	1012.972	281.3491	1188.2387	1755.5491	1207.8409	247.3335	175.2666	1782.0698	897.665	2790.4295	2299.7982	1803.4016
"TCGA.49.AARQ.01A.11R.A41B.07"	1589.3258	498.3146	56.1798	63.4831	7850.5618	458.427	212.9213	2400.5618	589.2865	1129.7753	644.9438	1497.191	909.5506	435.3933	769.1011	964.0449	524.7191	129400	592.6966	742.1348	2335.9551	2735.1798	6641.0112	1874.1573	1023.0337	1282.0225	819.1011	250.5618	767.9775	588.2022	292.6966	308.9888	271.9101	1541.573	1532.5843	1392.1348	1251.1236	1888.2022
"TCGA.49.AARR.01A.11R.A41B.07"	1487.9449	589.8712	90.3176	45.414	4655.6959	365.3527	108.6873	7441.7655	38.8213	1476.2087	446.9958	971.0422	413.8283	1307.3096	521.4951	1586.9371	678.1477	17183.8245	398.01	1073.0961	1387.4219	2509.8661	2686.5672	983.2887	736.3184	959.306	591.402	287.2815	860.8241	988.3914	180.6353	36.2291	194.4993	1291.4913	854.7009	1516.52	1535.9102	990.4325
"TCGA.4B.A93V.01A.11R.A39D.07"	1070.4488	626.874	38.9691	43.2991	2947.7032	142.4058	256.9077	2227.9767	223.4375	768.3176	643.2315	1009.349	1484.1712	746.187	672.0975	1856.5671	473.403	88255.0122	469.0731	763.5066	1132.5107	1631.6574	4403.5135	2117.8047	1283.5763	1279.7275	765.9121	94.7768	957.3901	297.3201	61.0998	101.5122	114.0208	1963.3714	512.8532	1655.9481	1288.3873	833.7473
"TCGA.50.5044.01A.21R.1858.07"	1510.7472	466.7349	39.9181	499.4882	4928.3521	268.1679	99.2835	2855.6807	538.0246	2462.6407	690.8905	1388.9458	1240.5322	1112.5896	914.0225	3631.5251	752.303	234225.1791	254.8618	720.5732	1168.8843	2193.48	5707.2671	2388.9458	1092.1187	1849.5394	672.4667	166.8373	455.4759	568.0655	8.1883	107.4719	54.1146	2544.5241	562.9478	2011.259	1438.0757	768.6796
"TCGA.50.5045.01A.01R.1628.07"	1226.7343	1001.269	97.2927	171.7428	2532.1489	686.9712	196.7005	16594.7547	199.1794	2307.9526	1503.3841	1134.0948	1774.1117	479.2724	1277.4958	2224.1963	462.3519	85450.0846	406.5144	899.3232	1402.7073	3501.3029	4581.2183	2778.7648	1797.8003	1300.7614	992.3858	239.4247	821.489	854.9069	195.4315	256.7682	95.6007	2249.154	464.89	2096.0237	1599.4078	834.6024
"TCGA.50.5049.01A.01R.1628.07"	1361.6071	453.125	89.8438	204.7991	1662.3884	595.9821	131.8638	9059.7098	77.6116	1375	832.5893	960.9375	688.058	646.2054	979.3527	1787.9464	523.4375	41324.7768	353.2366	1286.1049	1093.75	3940.7645	2130.5804	1646.7634	1031.808	1224.8884	635.0446	268.9732	603.7946	489.3973	151.7857	223.7723	63.6161	1911.2723	409.0402	1567.5223	1649.5536	727.1205
"TCGA.50.5051.01A.21R.1858.07"	1247.8699	721.921	43.3772	13.9427	4658.4043	178.1565	152.5949	8471.7273	234.2758	1040.2789	663.0519	1189.0008	561.5802	646.7854	515.1046	3087.529	570.8753	47805.5771	180.4802	800.9295	1047.2502	1852.8273	4120.062	1331.5259	1082.1069	1613.4779	590.2401	74.361	1444.6166	360.9605	62.7421	67.3896	80.5577	1346.2432	378.7761	1434.5469	1172.7343	936.4833
"TCGA.50.5055.01A.01R.1628.07"	1449.3355	730.0664	79.7342	160.299	2833.887	525.7475	145.3488	9141.196	138.1645	2108.804	1127.0764	1274.0864	1372.9236	620.4319	1255.814	1324.7508	627.907	46058.9701	441.8605	1049.8339	1221.7608	6524.9834	3841.3621	2125.4153	1616.2791	1397.8405	897.01	254.9834	895.3488	632.8904	173.588	136.2126	64.7841	2252.4917	427.7409	2254.1528	1842.1927	965.9468
"TCGA.50.5066.01A.01R.1628.07"	1346.6899	622.8223	243.9024	903.3101	748.2578	1054.878	408.5366	16567.0732	331.8815	2613.2404	1618.4669	1391.115	2223.8676	304.007	2912.892	3102.7875	252.6132	98177.7003	297.0383	846.6899	676.8293	3399.9564	1773.5192	3837.9791	3060.1045	679.4425	1063.5889	206.446	369.338	453.8328	189.8955	546.1672	102.7875	3044.4251	420.7317	1257.8397	1237.8049	476.4808
"TCGA.50.5068.01A.01R.1628.07"	727.6692	861.0609	111.1598	346.3055	819.1622	854.2203	183.8412	11459.7206	76.9568	1782.8322	2129.1378	1115.0183	1715.2813	223.1747	1185.9896	1018.3948	319.7982	36208.1681	221.4645	1423.7006	731.0895	2881.2364	2160.7756	3331.3738	1914.5138	427.5377	1371.541	192.392	371.9578	646.437	134.2468	344.5954	157.3339	1852.9484	259.9429	1059.4384	983.3367	460.0306
"TCGA.50.5072.01A.21R.1858.07"	3374.1339	1084.0647	294.2263	430.485	4397.6905	504.388	622.6328	11604.157	1092.7991	2172.2864	2680.3695	2386.6051	1436.4896	1374.5958	1673.903	8384.7575	1267.8984	92040.1848	256.351	2189.8383	1952.4249	4394.5727	6762.5866	3389.8383	3230.9469	6834.1801	1315.0115	93.7644	1238.3372	1091.9169	1263.7413	630.485	161.2009	5338.1062	904.388	4210.1617	3413.8568	1877.5982
"TCGA.50.5930.01A.11R.1755.07"	2077.0735	524.5806	130.1491	172.6468	3699.9532	292.1715	94.2917	3326.7705	114.5179	1634.8322	803.4715	1108.9235	564.4221	1589.6784	1015.9599	1879.1937	678.6346	40561.3676	212.4883	1418.3597	1038.5368	3699.3821	3367.9402	1537.8843	1314.7716	1824.7436	887.1388	126.165	636.137	395.7595	286.8593	87.6514	96.9478	2377.2133	816.752	1492.7306	1664.0493	1195.2469
"TCGA.50.5931.01A.11R.1755.07"	2027.7778	1085.2273	133.2071	56.8182	5162.2475	448.2323	288.5101	3668.5606	493.8194	1821.3384	737.3737	1991.7929	826.3889	1530.303	700.1263	7861.1111	1045.4545	123433.0808	515.7828	2326.3889	936.8687	2788.75	6253.1566	2410.9848	1688.7626	4044.8232	718.4343	435.6061	1333.3333	978.5354	254.4192	536.6162	183.7121	3594.697	671.0859	3940.6566	2182.4495	1759.4697
"TCGA.50.5932.01A.11R.1755.07"	2137.9884	776.808	174.148	59.8504	5084.3724	319.202	136.7415	13705.7357	62.7598	1264.3392	1012.0532	1417.7057	625.8728	1461.7623	418.1214	1958.4372	615.9601	31332.0865	657.1072	2046.1347	905.6525	4098.8778	3756.8579	1606.8163	1014.1313	1233.5827	1273.8986	285.1205	861.596	487.1155	233.9983	113.4663	98.9194	2351.6209	750.6234	2225.6858	2081.0474	1248.9609
"TCGA.50.5933.01A.11R.1755.07"	1584.8758	768.4556	137.2607	444.4388	3066.1683	473.0135	137.2607	6127.234	149.8641	1137.3755	657.2183	1303.7211	579.6584	1427.2047	1032.2614	3152.913	754.1682	46842.112	305.1371	1274.1259	626.6025	2887.9744	2551.8236	925.1062	1569.0577	1568.5474	778.1506	214.8206	605.1715	416.8846	128.0759	208.1872	51.0263	2043.6019	690.3854	1632.8405	1653.7613	889.8981
"TCGA.50.5935.01A.11R.1755.07"	755.69	890.0207	87.8561	28.6487	1952.5704	114.5949	47.1113	2334.5536	16.5526	688.8429	941.5884	690.7528	275.0279	1056.1834	778.6089	978.5134	443.7371	16361.6107	197.9946	639.1851	549.4191	1495.4321	1668.6296	749.3236	1342.6707	471.7492	361.6107	91.0393	489.575	1284.1	98.679	22.919	126.6911	760.7831	284.5774	857.5521	931.4022	536.0497
"TCGA.50.5936.01A.11R.1628.07"	2236.1111	698.0994	238.3041	314.3275	4009.5029	410.8187	367.6901	3586.2573	164.4737	1834.0643	1320.1754	1584.7953	705.3655	1380.848	1198.8304	4296.0526	834.0643	85149.1228	247.807	2100.1462	1310.6725	3705	4325.2924	1662.2807	2180.5556	1960.5263	1095.7602	177.6316	1111.1111	1298.9766	230.2632	220.0292	144.0058	3345.0292	551.1696	2689.3275	2224.4152	1452.4854
"TCGA.50.5939.01A.11R.1628.07"	1357.9613	516.5042	133.4017	1246.4512	5868.3085	225.0727	151.1886	3903.5403	212.7587	2526.4238	469.3005	1106.8924	296.7539	848.2983	949.5468	1472.208	536.3434	163445.8697	178.5531	1579.6135	808.6198	2518.2213	4147.084	1554.3014	1227.296	3094.2364	622.5415	106.7214	467.2482	446.0407	321.5324	97.8279	38.3102	1626.8172	391.3118	3347.3576	1253.2923	1530.3574
"TCGA.50.5941.01A.11R.1755.07"	1555.7692	754.4872	96.1538	860.8974	3937.8205	432.6923	184.6154	10275	218.0256	1653.2051	832.6923	1897.4359	639.1026	1140.3846	2180.1282	2476.2821	803.2051	77939.7436	389.7436	2117.3077	1492.3077	3474.9551	3103.2051	1772.4359	1407.0513	2451.2821	888.4615	237.1795	867.3077	700.641	261.5385	229.4872	43.5897	2050.641	518.5897	2281.4103	2307.0513	1119.2308
"TCGA.50.5942.01A.21R.1755.07"	746.7147	673.8333	116.9938	23.6545	3350.6267	139.3697	65.2097	3691.3792	9.0974	896.3134	317.098	689.1768	282.5753	1046.5514	396.3726	749.9113	616.2954	14008.5732	387.4222	1143.0873	1042.0762	1791.5592	1408.4012	709.6347	501.8588	835.5789	483.3188	93.9787	671.2761	1196.7894	14.0648	24.2938	48.5876	1035.6831	319.6553	863.7086	1313.7832	623.3278
"TCGA.50.5944.01A.11R.1755.07"	1451.4408	773.8985	80.5001	29.8826	5094.0692	292.7275	123.1895	16743.406	53.6667	1889.3124	440.311	811.0993	679.3414	1420.3385	736.6977	2128.9831	1230.0656	33803.9335	719.012	1799.6646	1849.0624	2683.0492	3727.3975	1706.3577	786.7053	1603.2932	909.285	323.22	855.0084	967.2206	472.0232	98.7955	92.0872	1880.7745	715.9628	3006.5559	1681.3539	976.9782
"TCGA.50.5946.01A.11R.1755.07"	1623.9949	1024.1235	142.1679	51.1418	5306.5294	328.7231	256.9958	7098.4239	412.4124	1161.1451	542.9399	1323.8984	481.827	1336.7642	781.6018	2552.5893	568.9932	35715.0209	343.5188	1304.9212	609.5207	2133.8276	3448.3757	1153.4255	1002.8948	4486.33	497.5876	41.1708	862.6568	1831.4571	221.9363	521.3895	144.7411	1453.8437	755.5484	1965.2621	2389.1927	1169.1862
"TCGA.50.6590.01A.12R.1858.07"	3034.2391	1208.1522	133.6957	829.3478	5832.6087	636.413	161.9565	6785.8696	915.8696	1857.6087	1292.3913	2170.1087	1503.2609	2185.8696	1122.2826	6058.6957	1386.9565	165426.6304	423.3696	2250.5435	2541.3043	6350.538	6898.913	3683.6957	1209.2391	6313.587	1001.087	526.6304	1659.2391	580.4348	606.5217	644.5652	114.6739	4223.913	597.2826	4429.8913	3479.3478	2261.413
"TCGA.50.6591.01A.11R.1755.07"	1747.3118	713.859	57.945	90.8005	4938.4707	336.9176	250.8961	715.6511	501.1649	820.1912	336.9176	1753.2855	572.8793	1240.7407	699.5221	3137.3955	753.8829	81052.5687	470.1314	1442.055	641.5771	2087.945	3564.5161	1913.9785	983.871	3338.7097	505.3763	32.2581	660.693	710.2748	31.0633	193.5484	66.9056	3620.6691	1032.2581	2937.8734	2325.5675	1770.6093
"TCGA.50.6592.01A.11R.1755.07"	2543.5984	1324.6749	191.38	968.0316	3814.3272	464.1072	179.392	8612.9554	347.3097	1838.8748	933.352	1885.5424	782.0591	1182.1032	1231.3396	4728.4128	895.2473	86757.6399	320.6792	1846.5813	2276.8652	5963.8283	3831.881	1974.5961	2057.6559	3249.1782	924.361	109.1765	1329.3844	832.3102	1060.0824	468.8167	125.8741	4474.952	765.9481	3043.6695	2464.82	1420.1508
"TCGA.50.6593.01A.11R.1755.07"	1302.7582	488.7749	66.7094	191.1482	2942.2707	296.9852	120.5901	7652.3412	173.0597	1488.7749	820.3977	912.1232	459.2688	963.4381	714.5606	1373.3162	556.1257	42067.9923	396.408	965.3624	1128.9288	2589.3072	2574.086	1274.535	990.3784	1664.5285	592.6876	127.6459	745.3496	517.6395	339.9615	126.3631	48.839	1347.6588	481.7191	1812.059	1483.6434	778.0629
"TCGA.50.6594.01A.11R.1755.07"	1113.3803	535.9155	80.2817	13.3803	2300	302.1127	85.2113	4822.5352	142.2183	827.4648	883.8028	672.5352	570.4225	523.2394	1469.7183	2136.6197	441.5493	56888.7324	326.7606	828.8732	609.1549	1933.2817	2822.5352	1407.0423	1002.8169	1044.3662	843.662	90.1408	410.5634	230.2817	108.4507	205.6338	42.9577	1789.4366	581.6901	1726.0563	1268.3099	620.4225
